alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1758182644.1859,elite,116.1040314359,1754411481.7778,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762880497,1762954784.0155,80,http,http://141.101.113.101:80,false,66.826343536377,57618,100,99.826743823417,141.101.113.101
true,1759218095.3191,elite,110.16710003679,1720501647.602,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848658,1762954784.0044,80,http,http://108.162.195.101:80,false,39.43133354187,83405,4349,95.044100553821,108.162.195.101
true,1759218209.0361,elite,121.52050588932,1756298423.0448,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762952396,1762954783.852,80,http,http://185.221.160.211:80,false,55.135488510132,44698,101,99.77454853903,185.221.160.211
true,1759218093.8762,elite,110.26593170178,1742341213.9795,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762848729,1762954783.6206,80,http,http://185.221.160.199:80,false,155.62152862549,80654,3371,95.988098780125,185.221.160.199
true,1758993495.1247,elite,135.51631881619,1758993495.1247,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762623250,1762954783.5584,80,http,http://108.162.193.99:80,false,197.81136512756,29730,0,100,108.162.193.99
true,1758176766.2549,elite,121.90453820644,1756298328.6867,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762952557,1762954783.3494,80,http,http://69.84.182.85:80,false,19.196748733521,46026,83,99.819991758659,69.84.182.85
true,1761067987.4748,elite,139.90887153371,1761067987.4748,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762882683,1762954783.2521,80,http,http://8.35.211.113:80,false,93.972682952881,13656,0,100,8.35.211.113
true,1761069825.928,elite,138.70508227428,1761069825.928,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762884444,1762954783.0394,80,http,http://108.162.193.117:80,false,395.35903930664,13653,0,100,108.162.193.117
true,1758183157.4811,elite,111.37822053315,1742334274.3506,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762848808,1762954783.0384,80,http,http://102.177.176.236:80,false,375.32830238342,78741,1555,98.063415363156,102.177.176.236
true,1761555691.4461,elite,111.56362959314,1742461901.3735,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762849174,1762954782.9924,80,http,http://69.84.182.242:80,false,144.87195014954,82745,957,98.856658144369,69.84.182.242
true,1758186035.7037,elite,110.73553116951,1743004959.7723,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762848783,1762954782.9427,80,http,http://45.67.215.75:80,false,144.19531822205,80971,1085,98.677732280394,45.67.215.75
true,1759218226.8067,elite,110.08002915398,1742460152.4164,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762849046,1762954782.777,80,http,http://45.67.215.47:80,false,72.416067123413,81221,3341,96.049052766018,45.67.215.47
true,1761065821.2708,elite,139.19833384106,1761065821.2708,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762880623,1762954782.683,80,http,http://8.35.211.186:80,false,327.03590393066,13658,0,100,8.35.211.186
true,1761065935.6248,elite,137.57085445259,1761065935.6248,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762880639,1762954782.6624,80,http,http://141.101.114.233:80,false,385.35594940186,13301,0,100,141.101.114.233
true,1762128840.4075,elite,136.95758725839,1761067177.6941,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762881917,1762954782.4503,80,http,http://141.101.114.75:80,false,32.401323318481,13307,2,99.984972574949,141.101.114.75
true,1761913998.885,elite,110.34346139231,1742551368.5528,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762848967,1762954782.1815,80,http,http://45.67.215.108:80,false,57.438135147095,81154,3039,96.390436259547,45.67.215.108
true,1761065867.6358,elite,138.91816783266,1761065867.6358,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762880442,1762954781.9925,80,http,http://8.35.211.129:80,false,38.803100585938,13661,0,100,8.35.211.129
true,1759218209.2085,elite,110.92100561403,1742924535.6891,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762849007,1762954781.9304,80,http,http://45.67.215.253:80,false,56.236743927002,80899,3939,95.357033404842,45.67.215.253
true,1759218301.4253,elite,110.67489091139,1742336167.1857,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",true,Hesse,success,Europe/Berlin,60313,1762849251,1762954781.799,80,http,http://102.177.176.14:80,false,59.000968933105,78677,3941,95.229853058655,102.177.176.14
true,1761555520.1329,elite,141.96929524205,1761066453.6489,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1762881095,1762954781.5347,80,http,http://102.177.176.51:80,false,135.06984710693,13178,1,99.992412170878,102.177.176.51
true,1761390026.311,elite,112.00727644108,1752327237.4153,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,"San Francisco","North America",NA,"United States",US,"South Beach",true,"Cloudflare, Inc.",37.7803,-122.39,false,"Level 3",false,California,success,America/Los_Angeles,94107,1762848976,1762954781.3901,80,http,http://8.35.211.17:80,false,175.17375946045,73288,113,99.846051143717,8.35.211.17
true,1757591835.4088,elite,110.28935502078,1745120863.2415,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762849083,1762954781.316,80,http,http://108.162.193.185:80,false,305.68766593933,82881,2557,97.007186497811,108.162.193.185
true,1761066390.1886,elite,140.51147370847,1761066390.1886,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1762881286,1762954781.2704,80,http,http://102.177.176.104:80,false,330.5037021637,13159,0,100,102.177.176.104
true,1759208311.1573,elite,116.06920141897,1754412531.7965,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762881427,1762954781.2502,80,http,http://141.101.113.19:80,false,350.91090202332,57576,117,99.797202433571,141.101.113.19
true,1762175205.3289,elite,111.59832328691,1751707799.5741,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848580,1762954780.8941,80,http,http://108.162.194.250:80,false,439.77808952332,77177,41,99.946903571706,108.162.194.250
true,1759218201.3958,elite,110.56081154372,1742355781.3674,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762848408,1762954780.8293,80,http,http://185.221.160.103:80,false,67.196369171143,80569,989,98.787366046249,185.221.160.103
true,1758184738.7243,elite,113.57665328449,1753337744.6581,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762411449,1762954780.7015,80,http,http://216.205.52.185:80,false,20.668029785156,64685,101,99.844102120829,216.205.52.185
true,1759208364.3319,elite,109.9133423705,1742457849.7771,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762849079,1762954780.6223,80,http,http://170.114.45.244:80,false,188.72833251953,80164,962,98.814190271923,170.114.45.244
true,1762609896.5572,elite,113.55590176176,1753337924.8197,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762411555,1762954780.5908,80,http,http://216.205.52.113:80,false,211.55261993408,64851,98,99.849112380483,216.205.52.113
true,1759218148.0449,elite,121.66027532958,1756298513.415,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762952582,1762954780.3234,80,http,http://170.114.45.171:80,false,178.37858200073,44334,92,99.792914059335,170.114.45.171
true,1758182268.2017,elite,121.28713279734,1756299227.9927,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762952737,1762954780.2682,80,http,http://170.114.45.7:80,false,58.608770370483,44324,92,99.792867435158,170.114.45.7
true,1759218151.4068,elite,111.23109066541,1742335738.1913,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762848919,1762954780.2124,80,http,http://216.205.52.43:80,false,84.091186523438,80688,3361,96.001142190865,216.205.52.43
true,1759218088.7803,elite,123.05433628186,1756298405.0519,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762952827,1762954780.2016,80,http,http://69.84.182.198:80,false,120.25356292725,45957,104,99.774212457393,69.84.182.198
true,1759218405.1111,elite,110.56647587196,1742745290.1413,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762848866,1762954780.136,80,http,http://69.84.182.150:80,false,237.25962638855,83214,1017,98.792606047655,69.84.182.150
true,1758180756.0268,elite,110.74013386255,1742406811.2824,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762849201,1762954780.1336,80,http,http://69.84.182.139:80,false,149.31035041809,82671,4069,95.308969333641,69.84.182.139
true,1758178091.5156,elite,121.75155399601,1756299371.8526,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762954042,1762954780.1331,80,http,http://185.221.160.131:80,false,155.64560890198,44636,95,99.787619324406,185.221.160.131
true,1761555665.2256,elite,114.52063231246,1753337339.582,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762410711,1762954780.1135,80,http,http://216.205.52.102:80,false,174.39007759094,64764,106,99.836596269462,216.205.52.102
true,1759516616.7789,elite,110.66970034449,1720570174.1202,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762848931,1762954779.9904,80,http,http://69.84.182.42:80,false,580.69205284119,83028,3898,95.515726019833,69.84.182.42
true,1759218161.8734,elite,110.64184992744,1742420956.1904,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762849636,1762954779.9257,80,http,http://170.114.45.79:80,false,316.80631637573,80129,1013,98.751571319415,170.114.45.79
true,1761065678.7388,elite,140.09748292445,1761065678.7388,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762880644,1762954779.5376,80,http,http://141.101.114.166:80,false,17.698049545288,13295,0,100,141.101.114.166
true,1759218443.9756,elite,109.78256827641,1720503152.8012,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848997,1762954779.4684,80,http,http://108.162.192.158:80,false,32.276153564453,83273,4338,95.04856696077,108.162.192.158
true,1758176091.4452,elite,113.87836969946,1753334786.0431,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762408010,1762954779.4041,80,http,http://216.205.52.153:80,false,64.642906188965,64773,95,99.853548745144,216.205.52.153
true,1759218255.1035,elite,111.2925218191,1742497294.3839,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762849095,1762954779.3882,80,http,http://69.84.182.237:80,false,37.721633911133,82937,3241,96.239179372926,69.84.182.237
true,1761066353.6447,elite,138.67805787461,1761066353.6447,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Gerondata LTD",50.1109,8.68213,false,"Gerondata LTD",false,Hesse,success,Europe/Berlin,60313,1762881088,1762954779.2782,80,http,http://102.177.176.73:80,false,144.59180831909,13121,0,100,102.177.176.73
true,1758180643.0408,elite,116.22840253261,1754411611.9412,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762880073,1762954779.2225,80,http,http://170.114.45.83:80,false,215.29793739319,57164,90,99.84280574283,170.114.45.83
true,1759208335.1908,elite,136.43689696972,1758994726.7795,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762623996,1762954779.1192,80,http,http://108.162.194.102:80,false,215.91067314148,29708,1,99.996634016628,108.162.194.102
true,1759218149.572,elite,110.88750581386,1742478281.4117,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762848656,1762954779.1181,80,http,http://45.67.215.45:80,false,230.61585426331,81094,3276,96.117103235747,45.67.215.45
true,1761619302.5106,elite,109.86059852335,1742392973.121,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762849703,1762954779.0215,80,http,http://216.205.52.208:80,false,182.776927948,80605,4028,95.240627178524,216.205.52.208
true,1759218364.9244,elite,122.80775310413,1756297303.7363,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",true,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762951232,1762954778.8156,80,http,http://45.67.215.206:80,false,17.85683631897,44934,94,99.791241005597,45.67.215.206
true,1761066726.9188,elite,140.16097030688,1761066726.9188,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762881413,1762954778.7627,80,http,http://141.101.115.126:80,false,90.595722198486,13292,0,100,141.101.115.126
true,1761068358.5628,elite,139.36760438155,1761068358.5628,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762882870,1762954778.7119,80,http,http://108.162.192.209:80,false,24.516820907593,13638,0,100,108.162.192.209
true,1759218269.4022,elite,110.35188138478,1742542396.069,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762848944,1762954778.6423,80,http,http://170.114.45.225:80,false,33.573150634766,80008,703,99.128991091673,170.114.45.225
true,1761067093.0805,elite,137.00828348895,1761067093.0805,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762881770,1762954778.6344,80,http,http://141.101.114.163:80,false,42.321443557739,13321,0,100,141.101.114.163
true,1759218210.7193,elite,111.28975157869,1750609545.692,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762848758,1762954778.6233,80,http,http://69.84.182.29:80,false,122.30587005615,82723,101,99.878054670144,69.84.182.29
true,1758181010.4991,elite,117.05667367648,1754409302.4322,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762878047,1762954778.6047,80,http,http://216.205.52.31:80,false,33.623695373535,57587,79,99.86300419658,216.205.52.31
true,1759208283.5106,elite,121.28054217676,1756297056.1363,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762951051,1762954778.6036,80,http,http://216.205.52.150:80,false,36.545515060425,44632,96,99.785369343588,216.205.52.150
true,1759208340.7624,elite,110.03686263422,1742487181.1698,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762849376,1762954778.5948,80,http,http://185.221.160.218:80,false,47.070264816284,80560,890,98.90730509515,185.221.160.218
true,1761555691.5269,elite,110.5140000794,1742407563.716,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762849397,1762954778.4686,80,http,http://69.84.182.221:80,false,244.54283714294,82836,3392,96.066242983718,69.84.182.221
true,1761768400.8525,elite,140.08594446263,1761069213.1086,"AS201839 Zaymer PJSC",ZAYMER2-AS,Novosibirsk,Europe,EU,Russia,RU,,false,"MFC Zaymer LLC",55.0386,82.9425,false,"Zaymer PJSC",false,"Novosibirsk Oblast",success,Asia/Novosibirsk,630000,1762884000,1762954778.4404,80,http,http://45.67.215.132:80,false,323.62961769104,13359,1,99.99251497006,45.67.215.132
true,1758181654.4609,elite,110.2161708265,1742665613.7665,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762849306,1762954778.351,80,http,http://216.205.52.238:80,false,268.76831054688,80776,3256,96.125285605484,216.205.52.238
true,1761064791.9864,elite,138.4542112208,1761064791.9864,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Washington,"North America",NA,"United States",US,,true,"Cloudflare, Inc.",38.9072,-77.0369,false,"CloudFlare, Inc.",false,"District of Columbia",success,America/New_York,20068,1762879425,1762954778.3234,80,http,http://141.101.115.149:80,false,105.26871681213,13323,0,100,141.101.115.149
true,1758181651.7358,elite,122.59286204721,1756298305.2733,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Moscow,Europe,EU,Russia,RU,,true,"Cloudflare London, LLC",55.8273,37.4661,false,"""BaltTrade"" LLC",true,Moscow,success,Europe/Moscow,,1762952244,1762954778.1424,80,http,http://185.221.160.130:80,false,33.820629119873,44716,92,99.794679521514,185.221.160.130
true,1761555844.2564,elite,139.59325422456,1761070461.9645,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Singapore,Asia,AS,Singapore,SG,"Central Water Catchment",true,"Cloudflare London, LLC",1.35208,103.82,false,"Tang Dynastic Technology Pte. LTD",false,"North West",success,Asia/Singapore,858877,1762885282,1762954778.0193,80,http,http://45.8.211.170:80,false,98.493576049805,13317,1,99.99249136507,45.8.211.170
true,1759218249.8906,elite,110.8178020539,1742386293.5809,"AS14197 HEALTH MARKET SCIENCE",HMS-ASN,"Boca Raton","North America",NA,"United States",US,,false,"Health Market Science",26.4076,-80.0977,false,"LexisNexis Risk Data Management Inc",true,Florida,success,America/New_York,33487,1762849079,1762954777.8825,80,http,http://69.84.182.156:80,false,210.48593521118,82658,983,98.824739063378,69.84.182.156
true,1758185603.3938,elite,110.92799394554,1742362734.6872,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"San Jose","North America",NA,"United States",US,"Ballbach and SOFA",true,"Cloudflare London, LLC",37.3329,-121.895,false,"Zoom Video Communications, Inc",true,California,success,America/Los_Angeles,95113,1762848733,1762954777.7574,80,http,http://170.114.45.24:80,false,197.06392288208,79965,981,98.788080942851,170.114.45.24
true,1759208397.266,elite,111.00879070408,1742477275.9149,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,Vilnius,Europe,EU,Lithuania,LT,,true,"Lrtc Network",54.6884,25.2152,false,"SC ""Lithuanian Radio and TV Center""",true,Vilnius,success,Europe/Vilnius,04347,1762849284,1762954777.6367,80,http,http://89.116.250.165:80,false,110.94999313354,82419,924,98.891328605882,89.116.250.165
true,1760550945.6224,elite,122.81070967654,1756296131.8402,"AS209242 Cloudflare London, LLC",CLOUDFLARESPECTRUM,"New York","North America",NA,"United States",US,,true,"Cloudflare London, LLC",40.7191,-74.0091,false,"Olo Inc",true,"New York",success,America/New_York,10013,1762950397,1762954777.5082,80,http,http://216.205.52.71:80,false,85.870504379272,44568,102,99.77165883143,216.205.52.71
true,1761555802.4253,elite,110.38106015608,1750611954.3447,"AS13335 Cloudflare, Inc.",CLOUDFLARENET,Toronto,"North America",NA,Canada,CA,,true,"Cloudflare, Inc.",43.6532,-79.3832,false,"Cloudflare, Inc.",false,Ontario,success,America/Toronto,M5A,1762848922,1762954777.3775,80,http,http://108.162.193.85:80,false,282.43970870972,82664,35,99.957677843747,108.162.193.85
true,1761572978.9649,elite,138.06064886361,1761067548.3458,"AS36062 DoubleVerify, Inc.",DOUBLE-VERIFY,Wilmington,"North America",NA,"United States",US,"Mid-town Brandywine",false,"DoubleVerify, Inc.",39.749,-75.5461,false,"DoubleVerify, Inc.",false,Delaware,success,America/New_York,19801,1762882256,1762954777.2422,80,http,http://74.80.226.185:80,false,31.559944152832,13659,2,99.985359783325,74.80.226.185
